ID,leaf_rust,stem_rust,healthy_wheat
EF1VE8,0.963406858217572,0.0248352121948009,0.0117578978749219
FNLBVY,0.076951099734993,0.868522383376803,0.0545265078514238
MU5BXX,0.00778865467556053,0.989483109974795,0.00272822660043139
CJI2ZI,0.00999835616339803,0.989169568073383,0.0011166969899766
RMPAL8,0.0202927563019628,0.0291157958687102,0.950591461745135
3RITFB,0.941928556364269,0.0191910545733772,0.0388804348838799
LHT58R,0.0431108828440902,0.217509331573964,0.739379806556884
44C3D0,0.947261023804726,0.0402364263394353,0.0125025275962094
GSWZ1G,0.850125633575932,0.057777156164559,0.0920971797467605
643083,0.238189459855617,0.53527945842514,0.226531109280489
86M6FQ,0.867612722563277,0.12068313374796,0.0117041632479477
KJ90GY,0.991904621299804,0.00666038496576019,0.00180618877944477
NGZ2X2,0.011725418972683,0.984226117262969,0.00410496784033009
0K9T9T,0.00445748043113335,0.995112291336726,0.00103707553646098
3FJAUN,0.032391947960587,0.96437990398798,0.00322816309613286
C7ORQ3,0.097046615908275,0.83032427362938,0.0726290876879066
43AW2T,0.112364439782404,0.80711571704197,0.0805198287961091
C8F2PR,0.989020578347959,0.00985509371567251,0.00161565564275968
HGSMHR,0.00961247570608733,0.985069101448939,0.00531840081893443
RHJXWS,0.981088585561386,0.0116936355232082,0.00722025157521389
B8BA82,0.952940280567455,0.038434418828816,0.00862528633791519
0Y28MS,0.0733381055424793,0.0239518111193456,0.902710107449383
7TQ2FE,0.0170049308509525,0.972302553315976,0.0106925109779125
HHE4UD,0.980081921077063,0.0193090327550594,0.00101974656383784
I3C3YL,0.962503259551936,0.00994392358203211,0.02755282196205
UIPPYH,0.0134933645138734,0.979938936811236,0.00656766985217153
OVOLCQ,0.0586984218510506,0.938562299254223,0.00276952862463117
BE0SDD,0.993111841470864,0.00597210568336827,0.00153932195843153
GDYXBN,0.0143853940385613,0.0188580731243305,0.966756505546232
AA2RK9,0.0988145554247281,0.869973570695155,0.0312118856130013
ITA5CF,0.00975886932773843,0.0133697004426351,0.976871414931156
ENCNA4,0.956843906018852,0.038217256339536,0.00493885279057646
RFU9SJ,0.672366994958222,0.290195921107863,0.0374371041072913
AQNWMU,0.980170778381635,0.0136838557911132,0.00635158131116063
HECXGM,0.944185318840183,0.0551310349203721,0.00122288117500522
C3LIDU,0.938267126582209,0.0589054411130489,0.00315707872508012
MZHRWG,0.942607568589084,0.0536112235307881,0.00380315978530506
FR69CL,0.0182920718955732,0.980736023837567,0.00136658067714973
WCJ52P,0.0298522262791048,0.917202993352504,0.052944768067425
8B92KC,0.0132294880607724,0.982030542482312,0.00476036040692391
9ZUXDP,0.0325955212027709,0.09333753145759,0.874066969194039
07OXKK,0.0393273027052622,0.0271650277825032,0.93350767439365
GNU6AP,0.0514463777849164,0.942607213599817,0.00594640042822034
XFLV58,0.0120236367375207,0.0171774041034778,0.970798953048336
24NGN1,0.420325701863601,0.563681537360092,0.0159927358268652
N567QP,0.00183390170529542,0.00889862899452393,0.989597538199696
VZ7SD1,0.0724329417094047,0.910536771412776,0.0170302802509887
DFJMOK,0.0180827673495976,0.00865916820730796,0.973258062461105
8ZA12G,0.0121067611962593,0.012903225192525,0.974989993680001
00AQXY,0.0148602301106881,0.983515483746435,0.00173280120687082
2G71YU,0.961314386834858,0.029724317136067,0.00896130381642431
CRAO3W,0.97401123750132,0.00969109725869346,0.016297650876961
PDMILG,0.0265610334428699,0.967206637018324,0.00623229664751699
CZEKO2,0.93664780006382,0.0272455573861399,0.0361066592465792
G7171A,0.00778865467556053,0.989483109974795,0.00272822660043139
1HM2XF,0.944373944626717,0.048503743804894,0.00712230192403634
H11R0E,0.317165011826483,0.0490006331731075,0.633834373737093
TFSHIJ,0.00914743952679892,0.985820331616815,0.00508983187304327
C4TEDN,0.313099178955139,0.68274205564786,0.00415878102469987
V967QV,0.0177958767048716,0.96990355913148,0.0123005327885256
YV619U,0.0586984218510506,0.938562299254223,0.00276952862463117
LA5BBQ,0.978086230167138,0.0169756120918813,0.00494684235105823
CS8I7X,0.980638226002927,0.0178522040801885,0.0019336925115491
1DIKQJ,0.0625357849012196,0.903806290360999,0.0336579179943722
PXQ79D,0.00524189518781974,0.0036305115222523,0.991261883223045
8DBV24,0.957819235069331,0.028639103113244,0.013544011189989
1WSHC2,0.0413784786263778,0.951493747664298,0.00712776992631466
OCEBS4,0.0227565411391485,0.965361293380992,0.0118821976886054
7L8I9W,0.00664939983079137,0.992715060433159,0.00122544591125007
ETB5K9,0.0500914821330066,0.845111834397409,0.10479670716927
7HWYNO,0.0192320162468596,0.975044673497946,0.00572334732680224
8EGYGH,0.214194357686807,0.780353362745808,0.00545229114978752
0KUZ3P,0.031019172499708,0.0645799236170313,0.90440091737941
XRSROJ,0.948108157540523,0.0485305154942607,0.00336130614444971
6OR8LX,0.901637469955615,0.094176676292719,0.00418583657769382
0SB9C6,0.021138198548359,0.9768537486255,0.00210266013874717
36J4N7,0.983499463262229,0.0102081454625025,0.00629251418592502
A22GNM,0.271111808210362,0.716352739641295,0.0125354744975897
1UJG28,0.979629451330866,0.0159408763330517,0.00443207393052102
TMOGMF,0.766583304647408,0.224674639034277,0.00874207295854519
I0AOAD,0.992809354036852,0.00464799625019847,0.00274147831567737
GTQC1H,0.223142321663323,0.0565790116625516,0.720278669388241
FCSIZW,0.00356894974024594,0.993224724807811,0.00331079469378977
ELRIT5,0.005013858020392,0.993508661254365,0.00168295711100332
MFWPB0,0.905787833278022,0.0452290746406804,0.0489830880235787
0E1VTP,0.0556929361974371,0.0185677016070173,0.925739395985066
PQLRGZ,0.899559996973546,0.0779927202299903,0.022447273860367
JHIN63,0.933487355542427,0.0618140179384413,0.00478115159443615
FWIQO3,0.661065833877428,0.332717379079464,0.00621678709377554
5LY2EZ,0.199608274180883,0.794662781969365,0.00572892964040974
RQH3KT,0.031013644507844,0.84042279826406,0.128563588863553
7AJUBC,0.0325955212027709,0.09333753145759,0.874066969194039
5RZ9WS,0.0165909097273031,0.0454061620357513,0.938002911190618
SYFAQK,0.0128172705332312,0.984748460123279,0.00243724464120531
BR5HS1,0.00311733974257349,0.993663719043705,0.00322477451485702
7QXINN,0.00816544610833383,0.00755495794346593,0.984279595294625
TC0TZS,0.974082352369607,0.0162900350402038,0.00962762098988555
FL2RE2,0.981915836120918,0.0175898438391171,0.00115918683887174
YBYJWV,0.97394534887161,0.0238200230463186,0.00229594764285152
L7W1SK,0.0229719943924176,0.958511851734906,0.0185161321808021
BXDDND,0.178067850211127,0.796593654105737,0.0253384781390331
YC778I,0.92109781845307,0.0699243955926071,0.00897777775501726
4CCP3Y,0.00362970401442463,0.00258725205402065,0.993912456947737
YYYK9H,0.924331405039491,0.0361794315531107,0.0394891508649219
EMTPG4,0.989357472993677,0.00731475034176188,0.00349325673326586
2NB0GZ,0.964706971727568,0.024916724204663,0.0103763086906394
F3J2L6,0.962876311108429,0.0254611799025601,0.0116625134732799
DMWVNR,0.0495538172249805,0.0296793119816538,0.920766897687041
W7B3S5,0.067186542007988,0.0922523761445435,0.840662217526267
IN6BS9,0.622279300383064,0.36718177429304,0.0105398168547261
4EMA2X,0.983563536505553,0.0160509139489368,0.00104112874718473
VTMJM6,0.917503603740151,0.0532478621192207,0.0292485110418965
08O2YE,0.0153462939465181,0.980397361411408,0.00435300540383636
DSKH8C,0.0479730376834875,0.943410193514624,0.00861675743756163
QYHNPR,0.922358986771451,0.0745940586206574,0.00304696618687606
VFYL64,0.981921628853593,0.0157354876599973,0.00237627663636165
E830B4,0.0141128974662701,0.0185901420277726,0.967296929583856
NLB59M,0.963068500758328,0.0357350549572308,0.00138831827989176
5ZV470,0.0282223933126399,0.969581128805459,0.00244577736086026
CTKEVP,0.0267979783897409,0.964205471494991,0.00899656320976758
1JPXPR,0.329593047492713,0.663420004341387,0.00698697000451409
A35NKL,0.990378888099969,0.00742808962870088,0.00222952589872211
KR5A3P,0.0888381875870891,0.90553475023427,0.00562704270625295
X7336C,0.021908536481993,0.975055506267174,0.00310943064997875
3EU616,0.026600769621156,0.965998753002617,0.00740049161003487
E7U5LA,0.266585058405065,0.715903338367763,0.0175116294026088
ASWEM4,0.0148051587697891,0.978821354665605,0.00637350905619783
HAX88W,0.985736281290748,0.011714512336685,0.00274986747603687
8W40NI,0.0138539251941278,0.977220062829575,0.00892599814196914
XWNGYU,0.985200451004761,0.0122506162390384,0.00257920219664065
S7GZWC,0.579227518986386,0.418477131227398,0.00269733398687528
4Z2Z6Y,0.01992832520935,0.977279776101455,0.00316758512026515
XXXIOT,0.0242890892680543,0.0087647321524957,0.966946180441173
XRFFAM,0.0321903253540063,0.954841946955607,0.012967896779139
S7J8A3,0.955974873075503,0.0114230770024906,0.0326020338212141
0L5TC8,0.992862453442918,0.00631894114082687,0.00127771087057015
YQL491,0.988409976229308,0.0106862509292911,0.00108146112467981
E3UUAH,0.669819038281459,0.0257022279286054,0.304478784872068
MB44H4,0.741820637549847,0.219898726805031,0.0382805893307019
JCT42O,0.0128740680235623,0.00524344461548419,0.981882549759838
IQD2S6,0.227876361681258,0.758939216154708,0.0132109108876254
U15LHF,0.035134488302704,0.956637587596186,0.00822795890332422
0KAN82,0.00987039247652703,0.985587870419192,0.00454428847777186
L2JR4M,0.0381658972954449,0.0232508759437874,0.938583250564609
PO0STE,0.0132294880607724,0.982030542482312,0.00476036040692391
7C09OS,0.0223669681015866,0.966136729533941,0.0114963254058093
V430Z9,0.937110401683063,0.0584333718381996,0.00445626833037155
9K455I,0.036049669063394,0.952233204720516,0.011717134651373
WZ0G5N,0.944131514816116,0.0516390543503084,0.00423274839770844
CON3Q6,0.186571286788136,0.809962451235779,0.00346759501858749
QJE37W,0.919776634506721,0.0308071475559351,0.0494161679731458
770SDM,0.243623566758652,0.721767001791414,0.034609469572264
NURNH0,0.958018411350161,0.0314315813810557,0.0105499783770606
AD54KD,0.0988145554247281,0.869973570695155,0.0312118856130013
RPP27S,0.98428969936513,0.013929341653907,0.00181800314492806
BM4CGJ,0.986697812643656,0.013160500941687,0.00100000004749745
GRI4UU,0.00634345000808085,0.992020544556958,0.00181362381745703
DJ2O5O,0.0147506705878471,0.942034581000851,0.0432147182678701
YWVGLF,0.0130166949854881,0.0204631808013824,0.966520112275188
O2N892,0.0579334123494956,0.86387896510006,0.0781876086131545
UD23TV,0.976465895646994,0.022706870810942,0.00113263906265903
08WLJO,0.955498382268614,0.0301197877848991,0.0143818219102492
VW34Z3,0.985198792712442,0.0131598819540432,0.00187628894455415
TZISQ4,0.512573445818187,0.470838084382952,0.0165884636292835
6RQGO4,0.0355512780134756,0.959881881076603,0.00456687808053079
OK5TQU,0.00429245333140846,0.991129945647683,0.00473430012768301
TVPKJX,0.875766286367806,0.11246044258522,0.0117732257673817
NS8DVC,0.34792817313179,0.458437601088756,0.193634228408076
QZL820,0.981312238714568,0.0112635299247904,0.00742422521129755
KHL8RD,0.00237589009512582,0.99712759834078,0.00102048455132128
TOB5OB,0.978799407129963,0.0127267556224636,0.00847383188991873
B6767Y,0.930974326590345,0.0139415606761738,0.0550841400608115
CVP2F1,0.00957935994466244,0.985989330504836,0.0046286461034005
O7V8IB,0.0228936085785597,0.963675960079044,0.0134304216032186
QRPICT,0.994239955807221,0.00445386674407026,0.00182687419663919
UGQ06J,0.0350976447880316,0.711558195523647,0.253344172830993
H85TRT,0.00535510506562086,0.986339807843673,0.00830514286829199
ETFAA4,0.669819038281459,0.0257022279286054,0.304478784872068
4U2CGA,0.823436662901926,0.175140999968642,0.00175699524120111
7FIYNT,0.271111808210362,0.716352739641295,0.0125354744975897
FKJ27S,0.0056809021846998,0.993138212776584,0.00170871070319247
TN3IZ7,0.622279300383064,0.36718177429304,0.0105398168547261
Z7V1P8,0.0803934498694409,0.914612731779166,0.0049938535444067
L1R3KO,0.23322488227295,0.742853237109438,0.0239218636559112
AXVIDD,0.0207403940135632,0.967066199365111,0.0121933873354406
VNJD86,0.0252889478559634,0.971563984552279,0.00315102625984129
109IJP,0.0109016875469951,0.0232134521517899,0.965884853109287
OPYUWH,0.76875410611565,0.221780620584783,0.00946524274949496
FFHGCR,0.0605546685373142,0.933400823846667,0.00604451387119892
LFJN5F,0.0149283183131884,0.00317871946137779,0.982111783196519
54ZZDF,0.0114015106043196,0.0204989971212855,0.968099505848009
45HKLN,0.563939350994802,0.346455403054194,0.0896052344604972
0GJFRQ,0.0236147968716944,0.973406000439519,0.00298193724455359
0OATVC,0.0480094625773419,0.937608044250814,0.014384169702419
IFUPRC,0.0249265231390007,0.12089655213301,0.854176923452086
NH3AZE,0.181645192070504,0.784872570192269,0.0334822383921035
7WHRMW,0.0102465789331573,0.0168592122848643,0.972894209017847
WEVNCF,0.883031909669101,0.111531415834454,0.0054366583079347
U3XZKZ,0.963095542352442,0.0277037940796149,0.00920066369819184
3617JB,0.0104181157050304,0.985641041872997,0.00394084907543931
WXX7FT,0.245594523173565,0.753227605901915,0.00139917219005602
LT0KA0,0.323213894491302,0.635575624556044,0.0412104602543792
VF88W8,0.006877327541615,0.971409829387238,0.0217128541043466
WCY8TY,0.0134933645138734,0.979938936811236,0.00656766985217153
RKXD3P,0.990580720898156,0.00878738627733466,0.00106386787582272
0JIX2C,0.0602573623667227,0.937560513435072,0.00243194627151143
VT4FV1,0.96084695537848,0.0379151762259181,0.0016151575889362
G29JG9,0.891220220537355,0.104283994396164,0.0044963363916522
IGS79C,0.98598790074328,0.0120505054141955,0.00215023909667238
OHDGS7,0.034293945409611,0.964547035050859,0.0015386572864535
RIHVGZ,0.0181392025330971,0.971492586992438,0.010595013066898
TGJ20B,0.838933554800003,0.13226175181158,0.0288046980879937
QZCK7S,0.0150148730013539,0.854298094139961,0.130687013094662
OR3QHI,0.976760678389088,0.00852519454868928,0.0147140399928383
PDTDLS,0.104349379102245,0.869605274508184,0.026045309016672
WZ40LJ,0.978572766800852,0.016141071274637,0.00544487413369165
WYNVC7,0.199608274180883,0.794662781969365,0.00572892964040974
BDVR3G,0.00714924116759975,0.991112566144246,0.00194949215241792
T68ZLY,0.0159417341275788,0.981685483361224,0.00237802063688447
8LJHN6,0.00491040143300887,0.994189896821309,0.00139115870047538
MD84QB,0.0625357849012196,0.903806290360999,0.0336579179943722
UC43IC,0.555515735452684,0.441637028088552,0.00302780269029336
3PMT29,0.23322488227295,0.742853237109438,0.0239218636559112
4JIVV3,0.0841881758555118,0.0670540519188899,0.848757808772849
4LN6L6,0.991097473920447,0.00692080828751361,0.00211020305795935
3FMX4F,0.162476696509726,0.139417247223526,0.698106032118326
M9RQNE,0.0660201799456909,0.931377042817492,0.0028140394474733
S7MCDT,0.0814977874397842,0.914188787160582,0.00438401457636191
476JFR,0.0657998141238096,0.8779974561202,0.0562027458076341
PEA0HS,0.0613950608881453,0.929832191828843,0.00877470667612844
LNYFAZ,0.0302848346875972,0.958654899466071,0.0110621402843639
U8JG8D,0.144931972686476,0.851666348942062,0.00343496666348671
INMX1M,0.692123512019649,0.269989641121166,0.0378868011419227
4DPZTB,0.0964338015192098,0.0283757666139347,0.875190392289335
X1UJGJ,0.784735650240764,0.202419713326146,0.0128446020279687
HFV4BK,0.959701408072265,0.0356886773261711,0.00460991792813489
ZCZR1I,0.625055686750372,0.134872872646263,0.240071440516569
NPQJUS,0.655935241980522,0.167391121345819,0.176673654985908
G62S7Q,0.887122008668299,0.110487459660122,0.00250601974417493
YN33U7,0.00982134287611852,0.983653671893691,0.00652502690264408
OCUL7A,0.0315748708455442,0.955397392335831,0.0130277477559145
4J0AQ2,0.00535510506562086,0.986339807843673,0.00830514286829199
TO708O,0.984569342249704,0.0112367179635339,0.00439794273981487
P2SLLF,0.0222747734294751,0.967491626072908,0.0102335849282343
PU3KS5,0.0244959191345841,0.145708262135742,0.829795801406249
4UUK28,0.0432026591065157,0.955083063408691,0.00182301264318298
G9LU3H,0.0109016875469951,0.0232134521517899,0.965884853109287
LF90OY,0.0375119752377768,0.959178236163007,0.0033098055893978
GAV4C1,0.994518398599767,0.00542920542642636,0.00100000004749745
GSVCRY,0.972166748104646,0.0232542573608013,0.0045789199906101
MO69MI,0.878950668820019,0.111009195643127,0.0100407491093402
3QZDCW,0.939705950321711,0.0094462741576031,0.0508477978242556
UJHQ2J,0.995649612183229,0.0032493223342654,0.00126766125883782
PW2MCN,0.00362970401442463,0.00258725205402065,0.993912456947737
IDASA8,0.00773114900630687,0.0501101812241879,0.942158690925413
QA7IYK,0.0381936096340654,0.948512303890298,0.0132940972800204
4BNHPI,0.0195049892703917,0.975471498387391,0.00502631100452741
F0BMJU,0.0282984857793762,0.968957380696311,0.00276519509302739
H091MF,0.0752355965919348,0.913336513343529,0.0114279020790754
SR566J,0.0196742554770684,0.0189533350188094,0.961372385126124
RDNOTD,0.956880224078811,0.0303950715850855,0.0127247538350745
B5Z53V,0.889006942816127,0.0889994478806203,0.0219936097255702
VBR6L3,0.935590267098072,0.0617138098956599,0.00269758459797931
7FRVBT,0.984416072044212,0.0138292892587363,0.00201283953047791
QFA7WV,0.0107067199660429,0.987710357573359,0.00176543448927994
D47QCW,0.238189459855617,0.53527945842514,0.226531109280489
CJKDD9,0.281820276061217,0.67840083040304,0.039778926949653
8K268S,0.60552462631314,0.383711588641026,0.010763786226912
Y1BK8U,0.145232002355874,0.849951316292666,0.00481672558385813
EY1RVI,0.46577417693567,0.516799093382945,0.0174267245011746
50GZHW,0.0128740680235623,0.00524344461548419,0.981882549759838
MKUVEU,0.879643190162602,0.111984507536181,0.00837231304424704
3UY9NX,0.565331146475154,0.050147851470785,0.384521031521351
I83ILL,0.0256688320498917,0.970861342189641,0.00370914344010764
HZSNLW,0.363567870315112,0.588469100242892,0.0479630149453046
U8L2AD,0.0790366493417202,0.917075050843728,0.00388833871017968
RMFE9V,0.0141786428662937,0.984860351678931,0.00119634235718479
Q1OIWW,0.908723223131612,0.0578315221693259,0.0334452365673488
YQJL65,0.738029083037421,0.254697835890495,0.00727305646765742
Y7VVJU,0.0197597593299086,0.0341687576436479,0.946071481965794
EYM7FV,0.273307073712071,0.70272795617136,0.0239649739464483
3LEBBE,0.0236147968716944,0.973406000439519,0.00298193724455359
5ZYD0Z,0.994573919020961,0.00289311440108658,0.00256921248965075
7OIDOG,0.0235078815125165,0.0124416393008715,0.964050498640881
NN5F6I,0.969682342075124,0.0229972863927022,0.00732034748714792
8WTRO2,0.00443757187735892,0.00562667127617072,0.989935716317284
1BBY5N,0.984303481036663,0.0133959335236587,0.00230467220242565
VWNRJV,0.0157244155026768,0.972554884719049,0.01183473570166
87XMNV,0.0286110469529827,0.967859376093437,0.00355499609312102
C3HVUP,0.992433221342402,0.00600479409293482,0.00212567796615384
D6TACK,0.94322585031904,0.048937396597263,0.00783675490771765
1WP5MJ,0.00100057703074639,0.00601452474675697,0.993582237244541
2B7M5Y,0.0264049140391012,0.965031359674546,0.00856379793987472
HPKJP6,0.986639161450998,0.0122269769991207,0.00162548279208118
YUX9Y2,0.0812472780057179,0.899880685099685,0.0188720151515138
LE4WVZ,0.981024908358431,0.0153911795872042,0.00359200470262135
008FWT,0.779604603768173,0.198615310076565,0.0217800731762015
ZDPAP7,0.427551705247869,0.0358017293188655,0.536646602114616
JJFDPS,0.057409846150982,0.938206242159606,0.00438388469825366
DK3M7U,0.985632490884003,0.0117589556538298,0.00265189227408305
SU8SJG,0.006877327541615,0.971409829387238,0.0217128541043466
7FBK0I,0.498616164329723,0.247930602228681,0.253453238505283
M9PTBN,0.032722872766542,0.966024259818789,0.00143300734554962
1R1HEY,0.0375143884746696,0.960874673482534,0.00187589898186875
84FZDZ,0.749452478815658,0.069352338628675,0.181195161537114
V66D9F,0.921898320747777,0.0603727537961565,0.0177289384014936
GRR4M5,0.026600769621156,0.965998753002617,0.00740049161003487
TUNZFR,0.558696752308216,0.428368561035795,0.0129373492709386
OS8FB2,0.0172351906201928,0.979274247227044,0.00349053703526248
92BY2V,0.00847531338278742,0.982920588590448,0.00863372177629448
991ULH,0.0519153415051854,0.94295659626401,0.00513572794778441
DPN5Y4,0.0160468836790836,0.0202303938129318,0.963722702424768
HUQX87,0.00730207418614541,0.99170341285055,0.00127190761424372
TJ61N5,0.957325305876505,0.0371728278149722,0.0056117407259126
44P9JJ,0.0206159855011688,0.96012570526371,0.0192582979095268
G7WKXC,0.988285212986734,0.0113842428461384,0.00100925109704621
84KKPV,0.0129120942653927,0.985321406577085,0.00184095466485809
A3XMJG,0.883425736999467,0.109183021490822,0.00739458930998292
2EJ10A,0.0343381317620117,0.959262644783537,0.00665728682015249
Z63BLU,0.966232310831269,0.0277071795120353,0.00606048607467289
GVRCWM,0.0179553241583971,0.980711542465702,0.00173424474785637
26MSDN,0.0232001504867762,0.958318464659356,0.0184813695501897
8MPF2S,0.614803307487492,0.35471461135599,0.0304820787701678
OWX65S,0.985037352115555,0.0134363773149566,0.0016980839643466
G1S125,0.0123733439580828,0.967916528781996,0.0197101314929692
WP4QZT,0.0189549715064192,0.978735644575156,0.0023093665168835
C96KHN,0.0944380952845581,0.345454337761042,0.560107574464002
C12J44,0.0383859557478939,0.0154416500916227,0.946172454872647
CW0A8P,0.0681447671441655,0.918584807610134,0.0132724938312357
5IQ4SM,0.00969547720182034,0.00521847029563338,0.985088420436411
G8036S,0.971222573118797,0.0201775423100935,0.00859983919539036
V9HEG6,0.0602573623667227,0.937560513435072,0.00243194627151143
62SE3K,0.953711369997524,0.0415230667750626,0.00477139643904035
DT051P,0.178067850211127,0.796593654105737,0.0253384781390331
8NRRD6,0.0017577344462174,0.998087655603608,0.00100000004749745
MG6QMS,0.0368538712383962,0.941928399936795,0.021217702811409
YK16PZ,0.0056809021846998,0.993138212776584,0.00170871070319247
2JFP1V,0.0146024350505687,0.978861047581658,0.00653651011389491
LQLMT6,0.0207504067068289,0.972063845740449,0.00718574899125963
ZMAB3R,0.022494525255467,0.966449745797933,0.0110557502330275
25KFBP,0.605637484138965,0.0410768390545936,0.353285697018876
9PZOH9,0.281820276061217,0.67840083040304,0.039778926949653
U4I5QJ,0.00943577443449155,0.0700344113747607,0.920529817407195
ADM9WH,0.00311733974257349,0.993663719043705,0.00322477451485702
513FKC,0.0150148730013539,0.854298094139961,0.130687013094662
K74DSX,0.0841881758555118,0.0670540519188899,0.848757808772849
D9POPP,0.985102220189316,0.00857911646524089,0.00631864176244403
GFEE4O,0.0579326344890049,0.0334137924300213,0.908653615877546
I5VAXH,0.0298522262791048,0.917202993352504,0.052944768067425
A71S2G,0.03403997804513,0.924574278246434,0.0413857431108443
L5J6RO,0.773780802617202,0.158115013701301,0.0681049966881853
JLQPWF,0.977895926479303,0.018017756016747,0.00424443669673594
ULCPMW,0.925641483301774,0.0442644956131975,0.0300939937598677
RYKGHW,0.933487355542427,0.0618140179384413,0.00478115159443615
CZV7V8,0.0315714050796081,0.96353453614394,0.00489406037246999
3QYBX8,0.580124828030546,0.411359512544856,0.00851564305148349
OOALVQ,0.01992832520935,0.977279776101455,0.00316758512026515
X49T3Q,0.9912286811306,0.00367284131456402,0.0051503694754698
27CXW6,0.920414462421725,0.0237822583572764,0.0558032777686824
ZSZMOS,0.162778733551627,0.403068275231684,0.434152977949031
Z7JMTK,0.9770873627536,0.0191230866594764,0.00388800092640386
ELQYW8,0.0158502045751507,0.0200639173535167,0.964085861971083
FDYILZ,0.00336558528069601,0.99222047564479,0.00466393173641011
B9CYAF,0.972082033239562,0.0213570830862247,0.0065609274649813
U4IYWZ,0.0761525774780809,0.906945477882947,0.0169019439819252
LY6HHL,0.939705950321711,0.0094462741576031,0.0508477978242556
L6VGHO,0.0633853597717077,0.914033117104333,0.0225815398295046
FKPU4K,0.962153574654907,0.0338521812537309,0.00407502685991643
99LHT9,0.00460026825630416,0.981881858223749,0.0135178704805631
H3XNNP,0.974840430961184,0.0213206388748043,0.00393426574287955
QSLW1A,0.00711725828848009,0.991067929708947,0.00181479222965336
69KEFW,0.676046291211722,0.262826602256754,0.0611271201715372
G0TFZN,0.991552762971898,0.00715413658312484,0.00143607970809291
73LCCX,0.106305732574915,0.888561271832352,0.00513294724099172
ROPN18,0.0385018520765458,0.959435716618585,0.00209575789807649
QBQ3MU,0.936276359638097,0.0559312677686168,0.00779238679031394
UF4NXJ,0.21106928606055,0.214308277352297,0.574622416325462
WSOC79,0.959043295524549,0.0223765795667875,0.0185801141176248
O8QEI5,0.562843238020043,0.433154212840367,0.00410878510404906
IR4P99,0.975315384573728,0.0107059927694352,0.0139786104785252
6VCZTR,0.00183390170529542,0.00889862899452393,0.989597538199696
SSF0H9,0.969784253324623,0.0253290957276504,0.00505088393514384
CWFUHX,0.0488711875201119,0.0932403732427959,0.857888460020428
3SL5BH,0.0375933160446411,0.961310828554219,0.00120371373082561
LTKPZ8,0.0748812626864596,0.0889243525025441,0.836194364661273
N0HX6Y,0.127330570548551,0.0698271255596486,0.802842274377642
